[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.] 
[-0.19999999  0.075       0.1525    ],[-0.19987947  0.07489488  0.33996704],[-3.70078161e-02 -3.08878720e-04  3.44094366e-01],[ 0.16311139 -0.09273253  0.34922999],[ 0.21658657 -0.24052268  0.26299477],[ 0.27240604 -0.45764095  0.21075991],[ 0.2910015  -0.49462774  0.1113596 ]
[-0.19999999  0.075       0.1525    ],[-0.19986272  0.07491598  0.33996689],[-0.0267833   0.02759674  0.34209439],[ 0.18588109 -0.0305645   0.34477422],[ 0.26342261 -0.16806924  0.25981587],[ 0.36195108 -0.37036452  0.21131024],[ 0.38089558 -0.40820819  0.11229903]
[-0.19999999  0.075       0.1525    ],[-0.19985794  0.07493553  0.33996758],[-0.0219835   0.05136625  0.33762261],[0.19657615 0.02238585 0.33480793],[ 0.28499013 -0.1039094   0.24331754],[ 0.40550745 -0.29150581  0.18615933],[ 0.42023408 -0.32743448  0.08572766]
[-0.19999999  0.075       0.1525    ],[-0.19983952  0.07493405  0.33996546],[-0.0233726   0.05120705  0.36221594],[0.19345525 0.02203661 0.38961485],[ 0.30808985 -0.09987152  0.32531092],[ 0.45282203 -0.27769625  0.30498207],[ 0.49032488 -0.31697369  0.21200374]
[-0.19999999  0.075       0.1525    ],[-0.19985443  0.07490925  0.3399657 ],[-0.02957635  0.02180213  0.35955822],[ 0.17964523 -0.04346836  0.38369215],[ 0.26800194 -0.18274269  0.31345022],[ 0.37738878 -0.38330233  0.28526151],[ 0.40232727 -0.42729855  0.19019976]
[-0.19999999  0.075       0.1525    ],[-0.20028646  0.07528191  0.34009713],[-0.03083558  0.01702484  0.32723755],[ 0.17723948 -0.05435728  0.31119421],[ 0.21892856 -0.19844988  0.21316718],[ 0.27068433 -0.41279137  0.14689392],[ 0.27378172 -0.44709972  0.04496168]
[-0.19999999  0.075       0.1525    ],[-0.20019506  0.07514109  0.3400507 ],[-0.02997609  0.02151462  0.32000789],[ 0.17895547 -0.04442526  0.2953206 ],[ 0.22225003 -0.19187243  0.203225  ],[ 0.2793285  -0.40715459  0.14555874],[ 0.27420402 -0.4466508   0.04559101]
[-0.19999999  0.075       0.1525    ],[-0.2003947   0.07543323  0.34010926],[-0.03856365  0.00232928  0.31321239],[ 0.16013733 -0.08739169  0.27993348],[ 0.21285184 -0.2352339   0.19362302],[ 0.2810787  -0.44944358  0.14449212],[ 0.2768001  -0.49217451  0.04587436]
[-0.19999999  0.075       0.1525    ],[-0.19987774  0.07489456  0.33996731],[-0.03798839 -0.00093535  0.32440844],[ 0.16092679 -0.09412957  0.30536163],[ 0.21954501 -0.24241345  0.22342956],[ 0.28083819 -0.4593356   0.17684308],[ 0.29145527 -0.49737114  0.07666977]
[-0.19999999  0.075       0.1525    ],[-0.19988035  0.07489717  0.33996773],[-0.0367386   0.00265036  0.32083014],[ 0.16371515 -0.08614134  0.2973873 ],[ 0.21933351 -0.23428631  0.21314402],[ 0.26933253 -0.45271361  0.16048326],[ 0.2996771  -0.48798773  0.06337997]
[-0.19999999  0.075       0.1525    ],[-0.19986971  0.07489537  0.33996689],[-0.03863043 -0.00158915  0.32121125],[ 0.15948939 -0.09558675  0.29823601],[ 0.23356034 -0.23826669  0.21890898],[ 0.29664481 -0.45301831  0.16518177],[ 0.35928145 -0.48218837  0.08259959]
[-0.19999999  0.075       0.1525    ],[-0.19986311  0.0748903   0.3399654 ],[-0.03629042  0.00113986  0.34198326],[ 0.16469128 -0.08949497  0.34452885],[ 0.24084397 -0.24184345  0.28860438],[ 0.30379665 -0.46218476  0.26691827],[ 0.37119329 -0.50216758  0.19307274]
[-0.19999999  0.075       0.1525    ],[-0.19987009  0.07488526  0.33996555],[-0.03756231 -0.00160575  0.33763564],[ 0.16186309 -0.09560831  0.33484122],[ 0.22721362 -0.25521973  0.28595483],[ 0.28911328 -0.47689655  0.28293055],[ 0.33717149 -0.52845418  0.20152888]
[-0.19999999  0.075       0.1525    ],[-0.19985664  0.07489154  0.33996505],[-0.03613397  0.00241002  0.32810187],[ 0.16503471 -0.08666603  0.31359529],[ 0.25386223 -0.23487502  0.26585037],[ 0.35844302 -0.43990508  0.2679958 ],[ 0.40487769 -0.48857212  0.18391615]
[-0.19999999  0.075       0.1525    ],[-0.19986664  0.07487454  0.33996505],[-0.05067402 -0.02358099  0.32424891],[ 0.1326431  -0.14457041  0.30500665],[ 0.21765852 -0.29459527  0.25600964],[ 0.31416106 -0.50356054  0.25559366],[ 0.36084628 -0.55192959  0.17148086]
[-0.19999999  0.075       0.1525    ],[-0.20036189  0.07547542  0.34009367],[-0.05996817 -0.02598911  0.29262391],[ 0.1125986  -0.15038916  0.23405038],[ 0.20764548 -0.28578317  0.16512147],[ 0.32250533 -0.48365033  0.13841577],[ 0.36909831 -0.51835185  0.04782668]
[-0.19999999  0.075       0.1525    ],[-0.20061821  0.07559572  0.34013212],[-0.05576605 -0.01961313  0.2927216 ],[ 0.1220381  -0.13635099  0.23420031],[ 0.22452392 -0.26603281  0.16507597],[ 0.35110283 -0.4565236   0.13833463],[ 0.39801332 -0.48929036  0.04723138]
[-0.19999999  0.075       0.1525    ],[-0.19987375  0.07487901  0.33996665],[-0.05487455 -0.02212407  0.29794222],[ 0.12329395 -0.14133272  0.24638212],[ 0.20204103 -0.28992647  0.18430087],[ 0.30286184 -0.49624217  0.16855268],[ 0.33752298 -0.54343277  0.07818764]
[-0.19999999  0.075       0.1525    ],[-0.19989207  0.07487481  0.33996749],[-0.05704887 -0.02440809  0.29591355],[ 0.11846526 -0.1464203   0.24186271],[ 0.16495658 -0.30612785  0.17502221],[ 0.22774757 -0.52648681  0.15314479],[ 0.23597614 -0.58103037  0.06067102]
[-0.19999999  0.075       0.1525    ],[-0.19990179  0.07487295  0.33996752],[-0.05484982 -0.02425233  0.30340916],[ 0.12337382 -0.14607057  0.25856799],[ 0.14736781 -0.31129384  0.19328991],[ 0.17887303 -0.53844577  0.17356031],[ 0.18142398 -0.59434396  0.08156545]
[-0.19999999  0.075       0.1525    ],[-0.19989938  0.07486382  0.33996594],[-0.05487244 -0.02979121  0.32528383],[ 0.12331633 -0.15840003  0.30731669],[ 0.14706981 -0.3293522   0.25887153],[ 0.17321375 -0.55801815  0.2617026 ],[ 0.19434614 -0.62048537  0.17658198]
[-0.19999999  0.075       0.1525    ],[-0.1998966   0.07486548  0.33996603],[-0.05473329 -0.0290372   0.32172021],[ 0.12362485 -0.15672216  0.29937488],[ 0.15071225 -0.32593209  0.24674138],[ 0.17946365 -0.55428386  0.24376088],[ 0.20466882 -0.61381721  0.15765183]
[-0.19999999  0.075       0.1525    ],[-0.19992375  0.07485497  0.33996686],[-0.07348555 -0.04817501  0.30711627],[ 0.08186251 -0.19936293  0.26683015],[ 0.07808412 -0.36936414  0.21007922],[ 0.07249419 -0.59932488  0.20198473],[ 0.0785785  -0.65979958  0.11310354]
[-0.19999999  0.075       0.1525    ],[-0.19992471  0.0748377   0.33996522],[-0.08820403 -0.06452233  0.32272217],[ 0.04906106 -0.23577057  0.30160686],[ 0.05503392 -0.4103944   0.261531  ],[ 0.05631262 -0.6401459   0.27534744],[ 0.073722   -0.70832556  0.19384588]
[-0.19999999  0.075       0.1525    ],[-0.19994494  0.07482161  0.3399646 ],[-0.10931444 -0.07999797  0.34400594],[ 0.00203362 -0.27023464  0.34903562],[-0.01392275 -0.44749859  0.32762671],[-0.04369828 -0.67261362  0.36524969],[-0.03508029 -0.7509039   0.29183024]
[-0.19999999  0.075       0.1525    ],[-0.19996285  0.07482737  0.33996511],[-0.11287048 -0.08206523  0.339748  ],[-0.00587329 -0.27485025  0.33954927],[-0.05366187 -0.44385278  0.30362856],[-0.12643455 -0.66141558  0.32232848],[-0.12891199 -0.73447019  0.24326527]
[-0.19999999  0.075       0.1525    ],[-0.19994521  0.07484062  0.33996585],[-0.09051585 -0.0669786   0.32929996],[ 0.04392731 -0.24124742  0.31626672],[ 0.01073291 -0.41104794  0.26934373],[-0.04012705 -0.63548118  0.27408391],[-0.04129474 -0.70216614  0.1895504 ]
[-0.19999999  0.075       0.1525    ],[-0.1999362   0.07483998  0.33996582],[-0.09055561 -0.06657198  0.32449734],[ 0.04383135 -0.24034151  0.30556333],[ 0.02926467 -0.4122903   0.25701261],[ 0.00191398 -0.64081806  0.25946406],[ 0.02073026 -0.70654529  0.1762777 ]
[-0.19999999  0.075       0.1525    ],[-0.19994122  0.07484474  0.33996698],[-0.09601285 -0.06362136  0.29275537],[ 0.03167687 -0.23377728  0.23482634],[ 0.01160816 -0.40424648  0.18313536],[-0.00570461 -0.63375449  0.18116829],[ 0.00585613 -0.69306076  0.09204403]
[-0.19999999  0.075       0.1525    ],[-0.19992556  0.07485829  0.33996743],[-0.07550047 -0.04165448  0.28385943],[ 0.07737483 -0.18483751  0.21500206],[ 0.06847361 -0.36035097  0.17966247],[ 0.07695014 -0.58971477  0.19690062],[ 0.09296792 -0.64951497  0.1088019 ]
[-0.19999999  0.075       0.1525    ],[-0.19993296  0.07486269  0.33996809],[-0.07435246 -0.03812851  0.2793954 ],[ 0.07994075 -0.17698458  0.20505384],[ 0.05464229 -0.35153073  0.17300934],[ 0.04566121 -0.58064139  0.19314942],[ 0.05161006 -0.64219052  0.10499969]
[-0.19999999  0.075       0.1525    ],[-0.1999446   0.07486191  0.33996883],[-0.08234158 -0.04364996  0.27415478],[ 0.06214842 -0.1892904   0.19337493],[ 0.02502351 -0.36040679  0.15498343],[-0.00768132 -0.58778691  0.16933106],[-0.00121174 -0.65049213  0.08203694]
[-0.19999999  0.075       0.1525    ],[-0.19994488  0.07486048  0.3399688 ],[-0.08503424 -0.04531608  0.27243918],[ 0.0561478  -0.19300197  0.18955076],[ 0.01886128 -0.36411691  0.15130714],[-0.01239933 -0.59171695  0.16540557],[-0.01068959 -0.65477306  0.07814072]
[-0.19999999  0.075       0.1525    ],[-0.20021489  0.07590416  0.34016961],[-0.0878637  -0.04561071  0.27056593],[ 0.0503426  -0.19459382  0.18467817],[-0.00257542 -0.35882765  0.13613112],[-0.05755322 -0.58245832  0.13797446],[-0.06012099 -0.64141631  0.0480755 ]
[-0.19999999  0.075       0.1525    ],[-0.19995879  0.07486168  0.33996919],[-0.08902171 -0.05146629  0.27718693],[ 0.04727384 -0.20670864  0.20013186],[-0.01450752 -0.36930561  0.15678756],[-0.08321127 -0.58882058  0.16520393],[-0.08573752 -0.6509726   0.07731285]
[-0.19999999  0.075       0.1525    ],[-0.19996071  0.07485569  0.33996782],[-0.08859931 -0.05801643  0.2936008 ],[ 0.04821537 -0.22129515  0.23671179],[-0.01778819 -0.38491744  0.20501176],[-0.09317736 -0.60104209  0.22918421],[-0.10879219 -0.66949028  0.14754388]
[-0.19999999  0.075       0.1525    ],[-0.19995444  0.07485545  0.33996791],[-0.08624679 -0.05544049  0.29201531],[ 0.05345219 -0.21555546  0.23317845],[-0.00212616 -0.38167918  0.19512874],[-0.06560218 -0.60233688  0.21120715],[-0.08679707 -0.66800654  0.12854867]
[-0.19999999  0.075       0.1525    ],[-0.20001297  0.0756224   0.34011754],[-0.09483211 -0.05039137  0.26749545],[ 0.03459729 -0.2049699   0.17794083],[-0.03090575 -0.3650865   0.13099892],[-0.09940486 -0.58496678  0.13388488],[-0.1337     -0.64134836  0.04889021]
[-0.19999999  0.075       0.1525    ],[-0.19996747  0.07486327  0.33996934],[-0.09250897 -0.05363245  0.27555007],[ 0.03951022 -0.21153708  0.19648421],[-0.03585714 -0.36972013  0.15865602],[-0.11858854 -0.58399832  0.17342035],[-0.14210849 -0.6457262   0.08838803]
[-0.19999999  0.075       0.1525    ],[-0.19996324  0.07485607  0.33996761],[-0.08787481 -0.05845451  0.2967113 ],[ 0.04983149 -0.22227024  0.2436436 ],[-0.02315332 -0.38428727  0.22004224],[-0.10540335 -0.59649098  0.25442261],[-0.12394047 -0.66733575  0.1754825 ]
[-0.19999999  0.075       0.1525    ],[-0.1999571   0.07485601  0.33996755],[-0.0833908  -0.0557033   0.30031139],[ 0.05981815 -0.21613874  0.25166667],[-0.00606158 -0.38004422  0.2211923 ],[-0.09170845 -0.59201461  0.24786156],[-0.10789525 -0.66372484  0.16918717]
[-0.19999999  0.075       0.1525    ],[-0.19998254  0.07485462  0.33996782],[-0.10492663 -0.07171023  0.29886538],[ 0.01184992 -0.25180945  0.24844359],[-0.08135428 -0.40043429  0.21159673],[-0.2086761  -0.59132886  0.22966714],[-0.23154646 -0.65966058  0.14965644]
[-0.19999999  0.075       0.1525    ],[-0.19998232  0.07485296  0.33996797],[-0.10805653 -0.07322296  0.29719752],[ 0.00487404 -0.25517973  0.24472663],[-0.0873884  -0.40331718  0.20377436],[-0.21857819 -0.59206003  0.2157637 ],[-0.22882031 -0.66514832  0.13735983]
[-0.19999999  0.075       0.1525    ],[-0.20000836  0.0753471   0.34008008],[-0.09312288 -0.05011828  0.26909611],[ 0.03832693 -0.20415807  0.18164563],[-0.03604633 -0.3596999   0.13275582],[-0.13641638 -0.56689423  0.13586642],[-0.13981438 -0.63319451  0.05120692]
[-0.19999999  0.075       0.1525    ],[-0.20027548  0.07564843  0.34012187],[-0.09273852 -0.04898117  0.2677319 ],[ 0.03896023 -0.20173752  0.17855108],[-0.03705806 -0.35686561  0.13113131],[-0.13712946 -0.5641275   0.13610812],[-0.14163074 -0.63040626  0.05146604]
[-0.19999999  0.075       0.1525    ],[-0.19997419  0.07487648  0.33997107],[-0.08634272 -0.04995641  0.27902845],[ 0.05325738 -0.20335984  0.20423162],[-0.04021747 -0.34522253  0.14703259],[-0.17366669 -0.53253627  0.13783704],[-0.17811666 -0.5991298   0.0533419 ]
[-0.19999999  0.075       0.1525    ],[-0.19996321  0.07487406  0.33996964],[-0.07510278 -0.04766722  0.29995668],[ 0.07829419 -0.19825137  0.25087228],[-0.00562507 -0.34709969  0.19668156],[-0.12891266 -0.54138881  0.19100122],[-0.12560052 -0.61193717  0.10972439]
[-0.19999999  0.075       0.1525    ],[-0.19996165  0.07485425  0.33996716],[-0.08661035 -0.06273537  0.31935447],[ 0.05264688 -0.23180628  0.29410321],[-0.01826276 -0.38997972  0.24840593],[-0.13145016 -0.59037435  0.25167307],[-0.11773937 -0.66848218  0.17883641]
[-0.19999999  0.075       0.1525    ],[-0.19996287  0.07483791  0.33996588],[-0.10140517 -0.07506038  0.33564502],[ 0.01967701 -0.25925112  0.33040649],[-0.04087306 -0.42389292  0.29349634],[-0.1474185  -0.62760973  0.30480805],[-0.11077411 -0.71213168  0.24906608]
[-0.19999999  0.075       0.1525    ],[-0.19996679  0.07482436  0.33996505],[-0.11742659 -0.08447151  0.34347418],[-0.01602273 -0.28020653  0.34785211],[-0.06853478 -0.44975454  0.32272494],[-0.15738082 -0.66002357  0.3522619 ],[-0.10998003 -0.74065065  0.29891035]
[-0.19999999  0.075       0.1525    ],[-0.19999999  0.075       0.33999997],[-0.20000005  0.075       0.51950002],[-0.20000005  0.075       0.74000001],[-0.20000006  0.07500001  0.91924995],[-0.20000006  0.00975009  1.13999987],[-0.20000006  0.07500004  1.22565007]
[-0.19999999  0.075       0.1525    ],[-0.20000014  0.0750002   0.33999881],[-0.20000434  0.07500021  0.51949769],[-0.20000958  0.07500012  0.7399978 ],[-0.20001613  0.07499966  0.91924655],[-0.2000242   0.00974932  1.1399951 ],[-0.20002747  0.07499911  1.2256453 ]
[-0.19999999  0.075       0.1525    ],[-0.19999124  0.07500017  0.33999878],[-0.18792133  0.07575531  0.51908964],[-0.17309323  0.07668278  0.73908907],[-0.17140201  0.07598101  0.91832852],[-0.16157945  0.01032849  1.13873887],[-0.16266103  0.07548156  1.22445583]
[-0.19999999  0.075       0.1525    ],[-0.19995101  0.07500315  0.33999735],[-0.15919159  0.07749519  0.51478708],[-0.10911639  0.08055697  0.7295056 ],[-0.07768314  0.08001257  0.90597522],[-0.02622864  0.01539283  1.12083602],[-0.00561373  0.08293859  1.2021147 ]
[-0.19999999  0.075       0.1525    ],[-0.19992189  0.07500806  0.33999541],[-0.15388329  0.07700627  0.51347321],[-0.09731954  0.07946189  0.72658223],[-0.03419183  0.0876039   0.8941505 ],[0.04957677 0.03266641 1.10140049],[0.09213591 0.10308635 1.1708504 ]
[-0.19999999  0.075       0.1525    ],[-0.19993916  0.07501682  0.33999643],[-0.17399661  0.08016153  0.51753306],[-0.14212136  0.08648315  0.73562568],[-0.07753737  0.10530876  0.90177393],[5.78682870e-04 6.37463480e-02 1.11427736e+00],[0.04952772 0.13608496 1.17724299]
[-0.19999999  0.075       0.1525    ],[-0.1999501   0.07501716  0.33999673],[-0.1925      0.07753365  0.51932096],[-0.18334241  0.08062687  0.73960954],[-0.11539731  0.10263949  0.90401679],[-0.03491313  0.06534946  1.11642861],[0.02781632 0.13625143 1.16772711]
[-0.19999999  0.075       0.1525    ],[-0.19995606  0.07501481  0.33999696],[-0.19625887  0.07626719  0.51945102],[-0.19171162  0.07780764  0.73989904],[-0.12544923  0.09907132  0.90508956],[-0.03913339  0.0605046   1.11496937],[0.01624193 0.13561463 1.16868711]
[-0.19999999  0.075       0.1525    ],[-0.19992454  0.07502869  0.33999449],[-0.16922721  0.08495948  0.51656443],[-0.13150841  0.09716186  0.73347229],[-0.0467002   0.13434364  0.88695395],[0.07184201 0.11687919 1.08350372],[0.11492109 0.20008838 1.1365521 ]
[-0.19999999  0.075       0.1525    ],[-0.19989491  0.07505497  0.33999008],[-0.14301518  0.09550937  0.50899315],[-0.07312853  0.1206433   0.71661019],[0.02982285 0.18050353 0.85058594],[0.18338853 0.19501832 1.0214535 ],[0.21234149 0.2851097  1.07282341]
[-0.19999999  0.075       0.1525    ],[-0.19986424  0.07504873  0.33998561],[-0.1151242   0.09161432  0.49733156],[-0.0110052   0.11197172  0.69063544],[0.11296651 0.16880764 0.80696559],[0.29890686 0.18327157 0.94190741],[0.32366911 0.26496091 1.00753677]
[-0.19999999  0.075       0.1525    ],[-0.19984889  0.0750373   0.33998373],[-0.10833094  0.0828276   0.49417722],[0.00411786 0.09240346 0.68361115],[0.13930635 0.13936582 0.79154867],[0.33803603 0.14298084 0.90768194],[0.368572   0.21759503 0.97905272]
[-0.19999999  0.075       0.1525    ],[-0.19985887  0.07503581  0.33998564],[-0.10695723  0.08801871  0.49299949],[0.00718879 0.10397236 0.68098408],[0.12910122 0.14378251 0.80621904],[0.31797194 0.14537622 0.93781799],[0.34123424 0.21781722 1.01400614]
[-0.19999999  0.075       0.1525    ],[-0.19985889  0.07506561  0.33998418],[-0.1041452   0.10483865  0.48886073],[0.01345658 0.14142351 0.67176503],[0.12660423 0.20726861 0.79421049],[0.31568098 0.25831872 0.9151997 ],[0.32122809 0.32836369 0.99678624]
[-0.19999999  0.075       0.1525    ],[-0.1998639   0.07507195  0.33998409],[-0.10361312  0.10668349  0.488134  ],[0.01464847 0.14552841 0.67014503],[0.12669739 0.2181166  0.78975677],[0.31542635 0.28111306 0.90554863],[0.31865871 0.3495743  0.9885906 ]
[-0.19999999  0.075       0.1525    ],[-0.19984224  0.07504047  0.33998287],[-0.08827148  0.09249942  0.47947335],[0.04881437 0.11395317 0.65085185],[0.17164707 0.15189609 0.77576214],[0.36977398 0.17503747 0.89067805],[0.38254607 0.22604634 0.9846369 ]
[-0.19999999  0.075       0.1525    ],[-0.19985287  0.07501592  0.3399857 ],[-0.09766454  0.07537476  0.48753136],[0.02789219 0.07581781 0.66880143],[0.14284286 0.0968382  0.80472153],[0.33316526 0.10158695 0.93414128],[0.34069902 0.14125761 1.03395486]
[-0.19999999  0.075       0.1525    ],[-0.19984926  0.0750198   0.33998471],[-0.09237731  0.07433503  0.48372456],[0.03967217 0.07349699 0.660321  ],[0.15874858 0.09896979 0.79185629],[0.35271299 0.10657567 0.91561007],[0.36449677 0.163765   1.00607419]
[-0.19999999  0.075       0.1525    ],[-0.19984287  0.07503821  0.33998311],[-0.08628013  0.08690073  0.47845191],[0.05325407 0.10148002 0.6485759 ],[0.17104174 0.14144257 0.77764249],[0.36525834 0.18153928 0.89455336],[0.36862707 0.2341378  0.9884432 ]
[-0.19999999  0.075       0.1525    ],[-0.19984679  0.075047    0.33998251],[-0.08661886  0.08079716  0.4791142 ],[0.05250408 0.08787018 0.65004903],[0.17340852 0.14892454 0.76745534],[0.36982149 0.21398206 0.86838245],[0.37414065 0.27603456 0.95627028]
[-0.19999999  0.075       0.1525    ],[-0.19982058  0.07504161  0.33997619],[-0.06634744  0.07838394  0.4598963 ],[0.0976576  0.08249867 0.60723966],[0.24263889 0.14028925 0.695391  ],[0.45957714 0.18063602 0.76101929],[0.48746625 0.26003736 0.8281827 ]
[-0.19999999  0.075       0.1525    ],[-0.19980577  0.07504159  0.33997074],[-0.04812394  0.0817739   0.43562853],[0.13826078 0.09005464 0.55317467],[0.29958236 0.14576593 0.60797006],[0.52671123 0.17420621 0.63251513],[0.57419324 0.25047266 0.69186431]
[-0.19999999  0.075       0.1525    ],[-0.19980344  0.07504777  0.33996549],[-0.03242933  0.08121454  0.40436536],[0.17324728 0.08880568 0.48351586],[0.33606941 0.16375987 0.4818193 ],[0.55504966 0.21489747 0.43248084],[0.61442083 0.29182756 0.47885191]
[-0.19999999  0.075       0.1525    ],[-0.19981501  0.07507963  0.33996481],[-0.03197119  0.10750417  0.39451572],[0.17428245 0.14736399 0.46156698],[0.32103902 0.24936822 0.44780925],[0.52816832 0.33148959 0.38990355],[0.57662559 0.41639575 0.4350273 ]
