0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.0,0.12989505,0.2518075,0.35820085,0.44240603,0.4989949,0.5240849,0.51555836,0.47318393,0.3986337,0.295395,0.1685815,0.024654442,-0.12893127,-0.28413582,-0.43277597,-0.566975,-0.6795957,-0.76463324,-0.81754553
0.0,-0.15382788,-0.2982024,-0.42419842,-0.5239182,-0.59093344,-0.62064624,-0.6105487,-0.56036687,-0.47208092,-0.34982073,-0.19964221,-0.029196959,0.15268652,0.33648708,0.5125138,0.6714387,0.80480945,0.90551496,0.9681761
0.0,-0.014616472,-0.0283347,-0.040306635,-0.049781844,-0.05614952,-0.058972783,-0.05801333,-0.05324514,-0.04485635,-0.03323939,-0.018969676,-0.0027742472,0.014508023,0.03197245,0.04869822,0.063799,0.07647167,0.08604054,0.09199451
0.0,-0.08882412,-0.17218964,-0.24494295,-0.30252367,-0.34121996,-0.3583769,-0.35254633,-0.32357007,-0.27259153,-0.20199539,-0.11527849,-0.016859068,0.08816508,0.1942962,0.29593852,0.38770577,0.46471745,0.5228673,0.5590495
0.0,0.28451526,0.55154586,0.7845842,0.9690228,1.0929722,1.147928,1.129252,1.0364372,0.87314624,0.6470176,0.36925203,0.05400179,-0.28240424,-0.6223561,-0.9479297,-1.2418722,-1.4885507,-1.6748123,-1.7907085
0.0,-0.10194686,-0.19762866,-0.28113043,-0.34721807,-0.39163128,-0.41132295,-0.40463096,-0.3713738,-0.31286377,-0.23183787,-0.13230956,-0.019349799,0.10119045,0.22300123,0.33966002,0.4449848,0.5333741,0.60011494,0.64164263
0.0,-0.036033023,-0.06985167,-0.099365294,-0.1227239,-0.13842171,-0.14538172,-0.14301644,-0.13126172,-0.110581405,-0.08194288,-0.046764687,-0.0068391687,0.03576567,0.07881957,0.12005252,0.15727948,0.18852058,0.21211007,0.22678798
0.0,-0.095647834,-0.1854177,-0.26376012,-0.32576436,-0.3674334,-0.38590837,-0.37962988,-0.3484276,-0.29353273,-0.2175132,-0.12413449,-0.018154226,0.09493816,0.20922256,0.3186733,0.41749036,0.5004183,0.5630354,0.6019972
0.0,-0.0652994,-0.12658587,-0.18007076,-0.22240146,-0.2508492,-0.26346216,-0.2591758,-0.23787378,-0.20039672,-0.14849769,-0.084747426,-0.012394008,0.0648149,0.1428376,0.21756035,0.2850234,0.34163883,0.38438797,0.4109874
0.0,0.07016165,0.13601157,0.19347897,0.23896165,0.2695276,0.28307977,0.27847424,0.25558606,0.21531841,0.15955494,0.09105779,0.013316876,-0.06964107,-0.1534734,-0.23376007,-0.30624646,-0.36707753,-0.4130098,-0.44158986
0.0,0.20431767,0.39607915,0.56342995,0.69588,0.7848912,0.8243564,0.8109446,0.74429196,0.6270286,0.46463984,0.26516932,0.038780063,-0.2028017,-0.44692978,-0.6807325,-0.8918201,-1.0689662,-1.2027255,-1.2859535
0.0,-0.060555905,-0.117390394,-0.16699001,-0.2062457,-0.23262693,-0.24432369,-0.24034868,-0.2205941,-0.18583944,-0.13771048,-0.07859118,-0.011493679,0.060106598,0.13246156,0.20175627,0.26431865,0.31682143,0.35646516,0.38113236
