0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.72655e-05,0.0006124252,0.0020352206,0.004720661,0.008965503,0.014969111,0.022819757,0.03248716,0.043821674,0.056560174,0.07033836,0.084708825,0.09916378,0.113161415,0.12615421,0.13761783,0.14707886,0.15414006,0.15850142
0.17020127,0.1599744,0.15996106,0.1599256,0.15985866,0.15975285,0.1596032,0.1594075,0.15916651,0.15888397,0.15856645,0.15822299,0.15786478,0.15750445,0.15715554,0.15683167,0.1565459,0.15631007,0.15613405,0.15602534
0.15998411,0.1559529,0.15570585,0.15504904,0.15380934,0.15184976,0.14907826,0.14545411,0.14099126,0.13575882,0.12987824,0.1235177,0.11688374,0.110210784,0.10374894,0.09775097,0.092458926,0.08809135,0.08483163,0.08281826
0.16877657,0.08218012,0.08247612,0.08326306,0.084748365,0.08709616,0.09041673,0.09475888,0.10010588,0.10637495,0.113420546,0.1210412,0.12898943,0.13698441,0.14472643,0.15191267,0.15825315,0.163486,0.16739151,0.16980377
0.1742528,0.17061079,0.17055018,0.17038907,0.17008498,0.16960432,0.16892448,0.1680355,0.16694081,0.16565733,0.16421488,0.16265468,0.16102743,0.1593906,0.15780556,0.15633431,0.15503621,0.15396489,0.15316531,0.15267144
0.16899689,0.15244474,0.15203124,0.15093194,0.14885709,0.14557737,0.14093877,0.13487309,0.12740372,0.11864629,0.108804084,0.098158576,0.08705547,0.07588707,0.065072015,0.05503333,0.046176147,0.038866222,0.033410504,0.03004076
0.1610769,0.028918002,0.029034395,0.029343843,0.029927906,0.03085113,0.03215687,0.033864327,0.035966918,0.03843209,0.041202623,0.044199277,0.047324747,0.050468598,0.05351298,0.056338817,0.05883207,0.060889777,0.062425535,0.0633741
0.17238662,0.0636785,0.063565046,0.06326341,0.06269408,0.06179416,0.060521375,0.05885701,0.056807484,0.054404523,0.051703915,0.04878289,0.045736298,0.042671792,0.039704245,0.036949724,0.034519393,0.03251362,0.031016622,0.030091995
0.16932286,0.029830283,0.030183332,0.031121962,0.032893572,0.03569393,0.03965456,0.0448337,0.051211372,0.058688845,0.067092545,0.076182134,0.08566245,0.09519851,0.10443287,0.11300433,0.12056697,0.12680851,0.13146684,0.13434406
0.16530098,0.1352029,0.13441212,0.13230973,0.1283416,0.122069225,0.11319802,0.10159754,0.08731254,0.07056414,0.05174115,0.031381857,0.010147405,-0.011211907,-0.03189546,-0.05109421,-0.068033375,-0.08201344,-0.09244738,-0.09889194
