[-0.19999999  0.075       0.1525    ],[-0.2001085   0.07504876  0.33997259],[-0.34401786  0.1331712   0.24982369],[-0.52083492  0.20459032  0.13912292],[-0.58215088  0.262889    0.29711896],[-0.68331289  0.38711378  0.46239418],[-0.72011     0.28598213  0.45898721]
[-0.19999999  0.075       0.1525    ],[-0.20012994  0.07503216  0.33997038],[-0.35177132  0.10820311  0.24986961],[-0.53809595  0.14896719  0.13923103],[-0.63509315  0.20187518  0.28034604],[-0.79161346  0.3037951   0.41487062],[-0.79898524  0.19757429  0.43086809]
[-0.19999999  0.075       0.1525    ],[-0.20014434  0.07502878  0.33996853],[-0.35291857  0.10195682  0.24970858],[-0.54064292  0.13505131  0.13887745],[-0.66421384  0.1883058   0.25726581],[-0.85358077  0.27621406  0.35420552],[-0.849011    0.17546618  0.39191476]
[-0.19999999  0.075       0.1525    ],[-0.20015429  0.07503095  0.33996728],[-0.35289955  0.10195337  0.24966536],[-0.54059529  0.13504203  0.13878511],[-0.68375021  0.19328256  0.22954445],[-0.89258897  0.27253309  0.28515786],[-0.88328606  0.18260486  0.34363228]
[-0.19999999  0.075       0.1525    ],[-0.20016129  0.07503092  0.3399666 ],[-0.3528645   0.10205611  0.24963292],[-0.54051489  0.13527171  0.13871494],[-0.69893509  0.19338557  0.19912697],[-0.91949952  0.25761145  0.21380153],[-0.90798175  0.18201038  0.28959498]
[-0.19999999  0.075       0.1525    ],[-0.20016532  0.07503023  0.33996648],[-0.35273761  0.10268014  0.24960923],[-0.54023296  0.13666363  0.13866204],[-0.7082141   0.19246933  0.16682789],[-0.93215072  0.23976046  0.14219797],[-0.92864323  0.18299943  0.23362352]
[-0.19999999  0.075       0.1525    ],[-0.20016672  0.07502938  0.33996707],[-0.35249758  0.10407304  0.24964735],[-0.53970152  0.13976842  0.13874552],[-0.71138942  0.19101405  0.13385162],[-0.93137008  0.22022036  0.07263432],[-0.9509359   0.18723898  0.17324299]
[-0.19999999  0.075       0.1525    ],[-0.19971876  0.07491571  0.34005094],[-0.35460657  0.10828505  0.25562346],[-0.54480624  0.14919375  0.15182938],[-0.7156238   0.19694667  0.12589777],[-0.93052936  0.21303755  0.04518577],[-0.96863568  0.20193918  0.14521909]
[-0.19999999  0.075       0.1525    ],[-0.19974174  0.07492968  0.34004635],[-0.3584691   0.1133287   0.26544684],[-0.55338621  0.16043262  0.17373528],[-0.72192466  0.20814332  0.13567631],[-0.93470776  0.21619518  0.04839054],[-0.98366845  0.22903322  0.14336789]
[-0.19999999  0.075       0.1525    ],[-0.19986185  0.0749391   0.34002599],[-0.36169013  0.11791158  0.27532101],[-0.5604825   0.17061733  0.19578889],[-0.72566479  0.21716166  0.14401917],[-0.93563724  0.21734433  0.049826  ],[-0.9912616   0.25260955  0.13497084]
[-0.19999999  0.075       0.1525    ],[-0.1994265   0.07484376  0.34009823],[-0.3641966   0.11920168  0.28391311],[-0.56639683  0.17357285  0.21474218],[-0.72856802  0.21553408  0.15101247],[-0.93702209  0.20549874  0.05407977],[-0.9980433   0.26192659  0.12265517]
[-0.19999999  0.075       0.1525    ],[-0.19915108  0.07476865  0.34015653],[-0.36624068  0.11819869  0.29039723],[-0.57126272  0.17138267  0.22903246],[-0.73184431  0.2082935   0.158692  ],[-0.94065869  0.19025114  0.06397738],[-1.00345683  0.26077187  0.11590018]
[-0.19999999  0.075       0.1525    ],[-0.19927457  0.0748124   0.34016198],[-0.36777461  0.11551852  0.29271182],[-0.57444948  0.1653173   0.23412672],[-0.73507392  0.19819508  0.16177258],[-0.9462235   0.17490076  0.07323977],[-1.00805211  0.25471699  0.11089496]
[-0.19999999  0.075       0.1525    ],[-0.19934429  0.07483996  0.34013706],[-0.36908913  0.11209285  0.2946195 ],[-0.57742363  0.15771043  0.23855904],[-0.73780179  0.18616949  0.16383635],[-0.95078641  0.15863954  0.0812228 ],[-1.0117445   0.24442059  0.10433535]
[-0.19999999  0.075       0.1525    ],[-0.19930387  0.07485887  0.34014028],[-0.37057102  0.11028324  0.29880807],[-0.58068115  0.1536403   0.24780849],[-0.73984456  0.17764463  0.16903017],[-0.95392239  0.14721754  0.09020933],[-1.01148689  0.23782748  0.0993053 ]
[-0.19999999  0.075       0.1525    ],[-0.19933142  0.07487085  0.34013274],[-0.3711777   0.11020718  0.30124873],[-0.58202231  0.15348703  0.25330526],[-0.73977757  0.17444831  0.17088337],[-0.95574826  0.14505844  0.09688552],[-1.01063716  0.23678654  0.08368232]
[-0.19999999  0.075       0.1525    ],[-0.19927889  0.07488985  0.3401345 ],[-0.37153926  0.11250322  0.30523038],[-0.58284408  0.15861532  0.2621696 ],[-0.7381295   0.17559195  0.17436847],[-0.9556241   0.14946476  0.10364904],[-1.00570583  0.23598909  0.06373143]
[-0.19999999  0.075       0.1525    ],[-0.19925304  0.07486009  0.34013274],[-0.37180737  0.11476474  0.3096163 ],[-0.58351338  0.16369733  0.27195805],[-0.73680973  0.17596453  0.18002433],[-0.95567995  0.15426286  0.11222601],[-1.00024545  0.23023763  0.05042356]
[-0.19999999  0.075       0.1525    ],[-0.19933005  0.07491511  0.34012488],[-0.37318408  0.11372744  0.31635725],[-0.586496    0.16134979  0.28702459],[-0.73792797  0.16993678  0.19161767],[-0.95685154  0.15082073  0.12312949],[-0.99781919  0.21700574  0.04884687]
[-0.19999999  0.075       0.1525    ],[-0.19925083  0.07490446  0.34013328],[-0.37483674  0.10946579  0.32336202],[-0.59024066  0.15186331  0.30258778],[-0.73889345  0.16121532  0.20300481],[-0.95657665  0.14633511  0.12973905],[-0.99450123  0.20448713  0.04755634]
[-0.19999999  0.075       0.1525    ],[-0.1992498   0.07490782  0.34013689],[-0.37586519  0.10617363  0.32841077],[-0.59252888  0.14450997  0.31380305],[-0.73951352  0.153937    0.2118043 ],[-0.95696473  0.14507829  0.13695049],[-0.99180973  0.191212    0.04623705]
[-0.19999999  0.075       0.1525    ],[-0.19922946  0.07491906  0.34013841],[-0.3761161   0.10620721  0.33345044],[-0.59310275  0.14458157  0.32504267],[-0.73820287  0.1523329   0.22023913],[-0.95523059  0.15113041  0.14362189],[-0.98653311  0.18053775  0.04500622]
[-0.19999999  0.075       0.1525    ],[-0.19924925  0.07492052  0.34012085],[-0.37577099  0.10876329  0.33856583],[-0.59233713  0.15026227  0.33648223],[-0.73489881  0.15454222  0.22804251],[-0.95022225  0.16122843  0.14698592],[-0.978616    0.1688415   0.04351076]
[-0.19999999  0.075       0.1525    ],[-0.19916654  0.07491249  0.34013829],[-0.37412339  0.11612777  0.34212252],[-0.58876753  0.16666465  0.34436625],[-0.7287966   0.16393298  0.23267078],[-0.9410466   0.1777048   0.14477262],[-0.96934634  0.15407358  0.04374075]
[-0.19999999  0.075       0.1525    ],[-0.19951734  0.07498726  0.34008968],[-0.37355179  0.1189888   0.33544937],[-0.5872522   0.17305498  0.32963836],[-0.73052019  0.17012849  0.22215772],[-0.94423997  0.1880673   0.13896844],[-0.97730941  0.1483478   0.04462123]
[-0.19999999  0.075       0.1525    ],[-0.1998359   0.07495478  0.3400327 ],[-0.37319463  0.11709198  0.3204217 ],[-0.58619905  0.1687566   0.29627377],[-0.73756844  0.17032474  0.20035499],[-0.95708203  0.19230288  0.13487074],[-0.9969033   0.14533098  0.04659396]
[-0.19999999  0.075       0.1525    ],[-0.19986422  0.07495365  0.34002262],[-0.3715041   0.11603899  0.307248  ],[-0.58236742  0.16641314  0.26694185],[-0.73883736  0.16534182  0.1795297 ],[-0.96070069  0.19102305  0.12384206],[-1.00501692  0.12577698  0.05058819]
[-0.19999999  0.075       0.1525    ],[-0.19948286  0.07487468  0.34008622],[-0.37006366  0.11657381  0.30216232],[-0.57946914  0.16762763  0.25542477],[-0.73762816  0.15952191  0.17153752],[-0.96034664  0.18252969  0.11781341],[-1.00265408  0.10114944  0.06157501]
[-0.19999999  0.075       0.1525    ],[-0.19943759  0.07488161  0.34009293],[-0.3685081   0.1226541   0.30245644],[-0.57604629  0.18117024  0.25606394],[-0.73388982  0.15938759  0.17406406],[-0.95523655  0.17728165  0.11316456],[-0.99470305  0.08045664  0.08774605]
[-0.19999999  0.075       0.1525    ],[-0.20017298  0.07499963  0.3399666 ],[-0.36978316  0.12282901  0.3061398 ],[-0.57820272  0.18158618  0.26462707],[-0.73337042  0.13278791  0.18927532],[-0.95251727  0.12703502  0.11908107],[-0.9836396  0.0254001  0.136264 ]
[-0.19999999  0.075       0.1525    ],[-0.20017278  0.07497393  0.33996528],[-0.37520489  0.11094452  0.3235268 ],[-0.59027708  0.15512607  0.30337083],[-0.73473477  0.06300028  0.25063649],[-0.94906127  0.00334449  0.19152883],[-0.95594662 -0.08691503  0.24983042]
[-0.19999999  0.075       0.1525    ],[-0.20016386  0.07495803  0.33996549],[-0.37615114  0.10602368  0.32366669],[-0.59239113  0.14417504  0.30367827],[-0.71678638  0.01995274  0.26861191],[-0.91321123 -0.08597371  0.21215682],[-0.90773064 -0.14656304  0.30099246]
[-0.19999999  0.075       0.1525    ],[-0.20015423  0.07495581  0.3399666 ],[-0.371858    0.10528567  0.29751703],[-0.58283806  0.14253196  0.24540287],[-0.70040619  0.00982797  0.21893246],[-0.8821581  -0.11363867  0.15027577],[-0.89186645 -0.13450804  0.25545657]
[-0.19999999  0.075       0.1525    ],[-0.20014808  0.0749604   0.33996797],[-0.36128217  0.10562353  0.26715672],[-0.55928189  0.14327927  0.17774472],[-0.68309641  0.01521646  0.15771338],[-0.85655367 -0.11363492  0.07832795],[-0.88492322 -0.09024432  0.17952421]
[-0.19999999  0.075       0.1525    ],[-0.20014401  0.07496855  0.33996901],[-0.35132018  0.109717    0.249715  ],[-0.53708929  0.15239343  0.13887534],[-0.67333424  0.03623376  0.13028058],[-0.8479175  -0.09411471  0.05596955],[-0.8765617  -0.03117412  0.13849694]
[-0.19999999  0.075       0.1525    ],[-0.20015208  0.07498243  0.33996829],[-0.35000008  0.11515463  0.24975252],[-0.53414005  0.16449949  0.13896212],[-0.6889233   0.07419984  0.14303753],[-0.87910408 -0.04067782  0.08282131],[-0.88694161  0.04818356  0.1431137 ]
[-0.19999999  0.075       0.1525    ],[-0.20015751  0.07499178  0.33996785],[-0.34989342  0.11549512  0.24971679],[-0.53389817  0.16525048  0.13888572],[-0.70003527  0.09824109  0.14490472],[-0.89955401 -0.00247429  0.08976839],[-0.89598548  0.0977155   0.12904224]
[-0.19999999  0.075       0.1525    ],[-0.20016196  0.07499496  0.339968  ],[-0.35198119  0.10667693  0.24967565],[-0.53854966  0.14559683  0.13879721],[-0.71138883  0.09907436  0.12927163],[-0.91296983  0.01157025  0.0607193 ],[-0.9088366   0.11737754  0.08023966]
[-0.19999999  0.075       0.1525    ],[-0.19976634  0.07504537  0.34004062],[-0.35429156  0.10117806  0.25237995],[-0.54394561  0.13337204  0.14467782],[-0.72013712  0.10876459  0.12261057],[-0.92510647  0.03344916  0.04975189],[-0.90763962  0.1394674   0.04355003]
[-0.19999999  0.075       0.1525    ],[-0.19981061  0.07504788  0.34003526],[-0.35821939  0.10123257  0.25965405],[-0.55263633  0.13354339  0.160915  ],[-0.72961378  0.12828171  0.13292268],[-0.9395889   0.07119334  0.05784477],[-0.91037112  0.17349942  0.0416107 ]
[-0.19999999  0.075       0.1525    ],[-0.19969454  0.07501211  0.34005442],[-0.36216682  0.10240339  0.26862374],[-0.56155699  0.13613731  0.18083397],[-0.73692703  0.14757177  0.1455752 ],[-0.94932872  0.10684627  0.06682202],[-0.91588402  0.20522979  0.03885386]
[-0.19999999  0.075       0.1525    ],[-0.19946575  0.07493041  0.34009308],[-0.36581135  0.10389073  0.27881819],[-0.56994176  0.13946344  0.20341755],[-0.7424562   0.1632967   0.16107935],[-0.95600891  0.1340591   0.08050594],[-0.92356306  0.22732303  0.03771874]
[-0.19999999  0.075       0.1525    ],[-0.19928631  0.07490683  0.34012115],[-0.36836463  0.10411019  0.28677559],[-0.57575613  0.13999242  0.22108126],[-0.74565637  0.16826606  0.17156772],[-0.95677304  0.14393911  0.08336356],[-0.93017226  0.23718506  0.03674036]
[-0.19999999  0.075       0.1525    ],[-0.19924264  0.07487883  0.34014875],[-0.36991668  0.10453476  0.29239112],[-0.57928169  0.14094521  0.23353983],[-0.74669051  0.17281757  0.17818595],[-0.95409387  0.1542246   0.08040776],[-0.93373096  0.25041699  0.03672501]
[-0.19999999  0.075       0.1525    ],[-0.20004614  0.07501463  0.33999205],[-0.37292349  0.10530282  0.30244848],[-0.58530152  0.14253262  0.25634882],[-0.74875855  0.17780581  0.19178699],[-0.95080024  0.16314888  0.08245604],[-0.93634856  0.25963625  0.03691179]
[-0.19999999  0.075       0.1525    ],[-0.19932438  0.07488558  0.34011778],[-0.37450588  0.10475627  0.31336489],[-0.58937061  0.14147657  0.28034383],[-0.74664879  0.17888379  0.20308548],[-0.935812    0.17057616  0.07243006],[-0.93487382  0.27234611  0.03749867]
[-0.19999999  0.075       0.1525    ],[-0.19921221  0.07482161  0.34015203],[-0.37481773  0.10547326  0.31745329],[-0.59027237  0.14308506  0.28938219],[-0.74231821  0.18604456  0.20491947],[-0.91807163  0.19297743  0.05679008],[-0.93536842  0.29782879  0.03970001]
[-0.19999999  0.075       0.1525    ],[-0.19925532  0.07480364  0.34014878],[-0.37513757  0.10768055  0.3236247 ],[-0.59097725  0.14798328  0.30312014],[-0.73912311  0.19035693  0.21173283],[-0.90467006  0.20112464  0.05252293],[-0.93981534  0.30222997  0.041054  ]
[-0.19999999  0.075       0.1525    ],[-0.19923286  0.07479846  0.34013429],[-0.37494838  0.11107843  0.32967323],[-0.59052885  0.1555652   0.31659973],[-0.73476762  0.1960993   0.21839114],[-0.89005011  0.20899707  0.04927637],[-0.94258547  0.30260238  0.04105232]
[-0.19999999  0.075       0.1525    ],[-0.19923621  0.07476965  0.34014893],[-0.37398595  0.11651452  0.33623281],[-0.58845526  0.16765316  0.33118507],[-0.72945023  0.20441753  0.22698596],[-0.8768847   0.21504146  0.0508942 ],[-0.94345665  0.29916984  0.04183066]
[-0.19999999  0.075       0.1525    ],[-0.19941121  0.07485831  0.34010047],[-0.37298328  0.12128611  0.34235474],[-0.58598936  0.17824502  0.34497213],[-0.72331643  0.21062411  0.23453632],[-0.86171496  0.21890867  0.0510157 ],[-0.94250226  0.28938809  0.04113436]
[-0.19999999  0.075       0.1525    ],[-0.19960861  0.07492039  0.34006983],[-0.3747122   0.11487105  0.33932573],[-0.58966738  0.16394389  0.33831823],[-0.72709125  0.20163536  0.22968337],[-0.86104882  0.22906759  0.0446876 ],[-0.95080358  0.28850371  0.04381661]
[-0.19999999  0.075       0.1525    ],[-0.19965747  0.07492461  0.34006655],[-0.37561941  0.10598951  0.32227188],[-0.59169215  0.1441291   0.30031434],[-0.73878169  0.18617983  0.20701981],[-0.8876316   0.22769473  0.03659001],[-0.97656143  0.28682965  0.0503269 ]
[-0.19999999  0.075       0.1525    ],[-0.19961712  0.07493342  0.34006977],[-0.37302375  0.10558552  0.30488572],[-0.58594453  0.14320984  0.26155645],[-0.74267834  0.18689016  0.18649065],[-0.91015631  0.23100086  0.03505188],[-0.99245751  0.29551446  0.06065192]
[-0.19999999  0.075       0.1525    ],[-0.19960587  0.07493275  0.34006882],[-0.36827096  0.10874157  0.2884959 ],[-0.57534772  0.15024413  0.22504011],[-0.7405678   0.18771082  0.16661647],[-0.92462754  0.22409199  0.03343356],[-0.99955285  0.29332817  0.06778874]
[-0.19999999  0.075       0.1525    ],[-0.19958113  0.07487589  0.34007162],[-0.36132896  0.11717278  0.27450427],[-0.55995089  0.16903031  0.19382595],[-0.73141038  0.19634214  0.1493855 ],[-0.92811179  0.21957217  0.03225063],[-0.99645543  0.29266816  0.07180729]
[-0.19999999  0.075       0.1525    ],[-0.19958413  0.0749485   0.34007156],[-0.35949367  0.11931062  0.27140039],[-0.55575597  0.17381963  0.18696128],[-0.72860301  0.19698043  0.14561361],[-0.92780983  0.2155692   0.03197163],[-0.99722922  0.2867896   0.07318615]
[-0.19999999  0.075       0.1525    ],[-0.19919936  0.074819    0.34013745],[-0.36272424  0.11510505  0.27754912],[-0.56339318  0.16448431  0.20043963],[-0.73333341  0.19603366  0.15316689],[-0.92882127  0.21829338  0.03402829],[-1.00374913  0.28811288  0.06701364]
[-0.19999999  0.075       0.1525    ],[-0.19927067  0.07480267  0.34011677],[-0.36551881  0.11314125  0.28370336],[-0.56953943  0.16007666  0.21418419],[-0.73618287  0.19775139  0.16005895],[-0.93070471  0.21261312  0.03806753],[-1.00648665  0.28655368  0.05709162]
[-0.19999999  0.075       0.1525    ],[-0.19927478  0.0748268   0.34012794],[-0.36821982  0.11085879  0.29060525],[-0.57553971  0.15497756  0.22955284],[-0.73865825  0.19592686  0.16769986],[-0.9328655   0.20252241  0.04453647],[-1.00849819  0.27866906  0.05215666]
[-0.19999999  0.075       0.1525    ],[-0.19925945  0.07478821  0.3401309 ],[-0.36944634  0.11204077  0.2961638 ],[-0.57831842  0.15766476  0.24192999],[-0.73732555  0.20056382  0.17140807],[-0.9334293   0.19797827  0.05122154],[-1.0061065   0.27730998  0.04674384]
[-0.19999999  0.075       0.1525    ],[-0.19935921  0.07487628  0.34011212],[-0.37098238  0.11137575  0.30143958],[-0.58158672  0.15614948  0.25376984],[-0.73730427  0.1987927   0.17605969],[-0.93020403  0.1934471   0.05081143],[-1.00717044  0.26870722  0.04961615]
[-0.19999999  0.075       0.1525    ],[-0.19924197  0.07489219  0.34012923],[-0.37357956  0.10577732  0.30927643],[-0.58745253  0.14366892  0.27118552],[-0.74075633  0.18586023  0.18860494],[-0.92352331  0.18551268  0.04894169],[-1.01142085  0.24611868  0.06259371]
[-0.19999999  0.075       0.1525    ],[-0.19926499  0.07489613  0.3401365 ],[-0.37465999  0.10550815  0.31544101],[-0.58979148  0.14307427  0.28492439],[-0.73978591  0.18676624  0.1971814 ],[-0.91425061  0.19204265  0.04737134],[-1.00827789  0.23904245  0.07036706]
[-0.19999999  0.075       0.1525    ],[-0.19926211  0.07488921  0.34014124],[-0.37522635  0.10659248  0.32163224],[-0.59107065  0.14547768  0.29870543],[-0.73794389  0.18604019  0.20443305],[-0.90624428  0.18712828  0.04767436],[-1.00306439  0.22420704  0.07642938]
[-0.19999999  0.075       0.1525    ],[-0.19953614  0.07492416  0.34009102],[-0.37447596  0.10814923  0.31693184],[-0.5892722   0.14896461  0.28835684],[-0.73866796  0.19148855  0.1990971 ],[-0.91164327  0.19495894  0.04755707],[-1.00677299  0.22745185  0.0861464 ]
[-0.19999999  0.075       0.1525    ],[-0.1995993   0.0749072   0.34007719],[-0.37086838  0.11040451  0.29957664],[-0.58122241  0.15396474  0.24969947],[-0.73904377  0.19967698  0.17827344],[-0.92750061  0.20810784  0.04665379],[-1.0166502   0.2375419   0.09934814]
[-0.19999999  0.075       0.1525    ],[-0.19955133  0.07488511  0.34008282],[-0.36535737  0.11440269  0.28367916],[-0.56901973  0.16285935  0.21424782],[-0.7346707   0.20231439  0.15850714],[-0.93519264  0.20333081  0.04579802],[-1.01813698  0.22617935  0.11047652]
[-0.19999999  0.075       0.1525    ],[-0.19954142  0.07487778  0.34008467],[-0.35921678  0.11930393  0.27103013],[-0.55534518  0.17376474  0.18605301],[-0.72771692  0.19852164  0.14382374],[-0.93514895  0.18390161  0.04542975],[-1.01684022  0.19817737  0.11402463]
[-0.19999999  0.075       0.1525    ],[-0.1992669   0.07497533  0.34013197],[-0.35682216  0.12163232  0.2674256 ],[-0.55002403  0.17902252  0.17802894],[-0.72449577  0.19478481  0.14015248],[-0.9320116   0.17443544  0.04282832],[-1.01694155  0.18030934  0.10853384]
[-0.19999999  0.075       0.1525    ],[-0.19923328  0.07491583  0.34012958],[-0.35970491  0.11839549  0.27192831],[-0.55648994  0.17182668  0.18799505],[-0.72948122  0.19175445  0.14559451],[-0.93224877  0.18595628  0.03703842],[-1.02076256  0.18119952  0.09796576]
[-0.19999999  0.075       0.1525    ],[-0.19934513  0.07491771  0.34010887],[-0.36355805  0.11295951  0.27791366],[-0.56502807  0.15967792  0.20136508],[-0.7360242   0.18435854  0.15372232],[-0.9328956   0.1943837   0.03509414],[-1.02654219  0.18462516  0.08715911]
[-0.19999999  0.075       0.1525    ],[-0.19922812  0.07493035  0.34012473],[-0.36746606  0.10408126  0.28403318],[-0.57380754  0.139906    0.21496403],[-0.74245268  0.16744232  0.16096824],[-0.9319495   0.19272834  0.03300822],[-1.0296253   0.17575401  0.07477663]
[-0.19999999  0.075       0.1525    ],[-0.19920664  0.07490444  0.34013909],[-0.36883295  0.1044267   0.28861097],[-0.57690483  0.14067023  0.22512054],[-0.74214131  0.17731135  0.16630919],[-0.92669934  0.21086971  0.03319921],[-1.02428401  0.19371268  0.07510643]
[-0.19999999  0.075       0.1525    ],[-0.19927713  0.07489017  0.34014213],[-0.3705799   0.10456327  0.29465464],[-0.58072132  0.14101282  0.23859817],[-0.74129313  0.18684721  0.17367969],[-0.92266309  0.2191363   0.03599198],[-1.01750231  0.20927601  0.08580125]
[-0.19999999  0.075       0.1525    ],[-0.2001785   0.07503332  0.33996618],[-0.37043127  0.10758749  0.29356062],[-0.57964641  0.14759344  0.23660791],[-0.74112129  0.19385885  0.17399764],[-0.92724043  0.21953192  0.04096249],[-1.0194217   0.21893416  0.09659754]
[-0.19999999  0.075       0.1525    ],[-0.19947915  0.07486188  0.34009418],[-0.36536056  0.11259777  0.28258961],[-0.56907892  0.15884864  0.21178059],[-0.73685372  0.19267343  0.15874781],[-0.93393809  0.19849196  0.0402568 ],[-1.02532697  0.20900127  0.09612413]
[-0.19999999  0.075       0.1525    ],[-0.19931512  0.07491816  0.34014496],[-0.36110416  0.12057432  0.27652103],[-0.55937058  0.17685425  0.1981537 ],[-0.73024398  0.2042875   0.1513398 ],[-0.93129575  0.20356782  0.03928564],[-1.02213931  0.21231219  0.09622769]
[-0.19999999  0.075       0.1525    ],[-0.19932614  0.0749011   0.34015068],[-0.35572079  0.12935984  0.27028891],[-0.54732966  0.19641981  0.18425946],[-0.71959215  0.22566347  0.14400055],[-0.92435843  0.22834596  0.03888364],[-1.01413977  0.23907579  0.0971639 ]
